Date,StoreID,ProductID,QuantitySold,SalesPrice,HasPromotion,Category,ShelfLife,UnitPrice,Region,Size,FootfallCategory,Temperature,Rainfall,IsUnseasonablyWarm,CompetitorPriceIndex,PromoIntensity,DiscountPct,ExpectedUplift,DayOfWeek,IsWeekend,Month,Week,DayOfMonth,Lag7_Sales,Lag14_Sales,RollingMean7
2025-09-25,S006,SKU_LEA01,12,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,18.5,1.2,0,1.0,0.0,0.0,0.0,3,0,9,39,25,,,11.25
2025-09-26,S006,SKU_LEA01,10,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,15.4,3.3,0,1.0,0.0,0.0,0.0,4,0,9,39,26,,,11.0
2025-09-27,S006,SKU_LEA01,16,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,19.3,2.9,0,1.0,0.0,0.0,0.0,5,1,9,39,27,,,11.833333333333334
2025-09-28,S006,SKU_LEA01,19,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,21.7,1.4,0,1.0,0.0,0.0,0.0,6,1,9,39,28,,,12.857142857142858
2025-09-29,S006,SKU_LEA01,10,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,14.9,1.0,0,1.0,0.0,0.0,0.0,0,0,9,40,29,10.0,,12.857142857142858
2025-09-30,S006,SKU_LEA01,21,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,17.9,2.4,0,1.0,0.0,0.0,0.0,1,0,9,40,30,15.0,,13.714285714285714
2025-10-01,S006,SKU_LEA01,12,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,17.5,2.5,0,1.0,0.0,0.0,0.0,2,0,10,40,1,8.0,,14.285714285714286
2025-10-02,S006,SKU_LEA01,10,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,15.5,4.2,0,1.0,0.0,0.0,0.0,3,0,10,40,2,12.0,,14.0
2025-10-03,S006,SKU_LEA01,10,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,17.8,3.7,0,1.0,0.0,0.0,0.0,4,0,10,40,3,10.0,,14.0
2025-10-04,S006,SKU_LEA01,17,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,18.7,3.7,0,1.0,0.0,0.0,0.0,5,1,10,40,4,16.0,,14.142857142857142
2025-10-05,S006,SKU_LEA01,17,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,19.1,3.7,0,1.0,0.0,0.0,0.0,6,1,10,40,5,19.0,,13.857142857142858
2025-10-06,S006,SKU_LEA01,18,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,19.3,4.0,0,1.0,0.0,0.0,0.0,0,0,10,41,6,10.0,10.0,15.0
2025-10-07,S006,SKU_LEA01,9,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,18.4,3.1,0,1.0,0.0,0.0,0.0,1,0,10,41,7,21.0,15.0,13.285714285714286
2025-10-08,S006,SKU_LEA01,10,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,17.8,4.2,0,1.0,0.0,0.0,0.0,2,0,10,41,8,12.0,8.0,13.0
2025-10-09,S006,SKU_LEA01,21,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,16.6,4.7,0,1.0,0.0,0.0,0.0,3,0,10,41,9,10.0,12.0,14.571428571428571
2025-10-10,S006,SKU_LEA01,13,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,17.9,0.0,0,1.0,0.0,0.0,0.0,4,0,10,41,10,10.0,10.0,15.0
2025-10-11,S006,SKU_LEA01,15,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,18.3,2.0,0,1.0,0.0,0.0,0.0,5,1,10,41,11,17.0,16.0,14.714285714285714
2025-10-12,S006,SKU_LEA01,16,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,19.7,2.0,0,1.0,0.0,0.0,0.0,6,1,10,41,12,17.0,19.0,14.571428571428571
2025-10-13,S006,SKU_LEA01,15,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,17.1,0.0,0,1.0,0.0,0.0,0.0,0,0,10,42,13,18.0,10.0,14.142857142857142
2025-10-14,S006,SKU_LEA01,9,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,17.1,0.0,0,1.0,0.0,0.0,0.0,1,0,10,42,14,9.0,21.0,14.142857142857142
2025-10-15,S006,SKU_LEA01,13,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,14.8,3.1,0,1.0,0.0,0.0,0.0,2,0,10,42,15,10.0,12.0,14.571428571428571
2025-10-16,S006,SKU_LEA01,22,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,19.6,2.6,0,1.0,0.0,0.0,0.0,3,0,10,42,16,21.0,10.0,14.714285714285714
2025-10-17,S006,SKU_LEA01,7,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,16.1,1.9,0,1.0,0.0,0.0,0.0,4,0,10,42,17,13.0,10.0,13.857142857142858
2025-10-18,S006,SKU_LEA01,20,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,18.0,1.3,0,1.0,0.0,0.0,0.0,5,1,10,42,18,15.0,17.0,14.571428571428571
2025-10-19,S006,SKU_LEA01,16,1.88,0,Leafy Salads,4,1.876608423095296,South East,Extra,Medium,21.0,4.3,0,1.0,0.0,0.0,0.0,6,1,10,42,19,16.0,17.0,14.571428571428571
2025-09-22,S006,SKU_LEA02,12,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,15.1,0.0,0,1.0,0.0,0.0,0.0,0,0,9,39,22,,,12.0
2025-09-23,S006,SKU_LEA02,22,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,18.9,1.2,0,1.0,0.0,0.0,0.0,1,0,9,39,23,,,17.0
2025-09-24,S006,SKU_LEA02,13,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,16.0,3.1,0,1.0,0.0,0.0,0.0,2,0,9,39,24,,,15.666666666666666
2025-09-25,S006,SKU_LEA02,18,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,18.5,1.2,0,1.0,0.0,0.0,0.0,3,0,9,39,25,,,16.25
2025-09-26,S006,SKU_LEA02,9,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,15.4,3.3,0,1.0,0.0,0.0,0.0,4,0,9,39,26,,,14.8
2025-09-27,S006,SKU_LEA02,11,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,19.3,2.9,0,1.0,0.0,0.0,0.0,5,1,9,39,27,,,14.166666666666666
2025-09-28,S006,SKU_LEA02,20,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,21.7,1.4,0,1.0,0.0,0.0,0.0,6,1,9,39,28,,,15.0
2025-09-29,S006,SKU_LEA02,12,1.37,1,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,14.9,1.0,0,1.0,0.0,0.2,1.3,0,0,9,40,29,12.0,,15.0
2025-09-30,S006,SKU_LEA02,13,1.37,1,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,17.9,2.4,0,1.0,0.0,0.2,1.3,1,0,9,40,30,22.0,,13.714285714285714
2025-10-01,S006,SKU_LEA02,10,1.37,1,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,17.5,2.5,0,1.0,0.0,0.2,1.3,2,0,10,40,1,13.0,,13.285714285714286
2025-10-02,S006,SKU_LEA02,20,1.37,1,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,15.5,4.2,0,1.0,0.0,0.2,1.3,3,0,10,40,2,18.0,,13.571428571428571
2025-10-03,S006,SKU_LEA02,19,1.37,1,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,17.8,3.7,0,1.0,0.0,0.2,1.3,4,0,10,40,3,9.0,,15.0
2025-10-04,S006,SKU_LEA02,12,1.37,1,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,18.7,3.7,0,1.0,0.0,0.2,1.3,5,1,10,40,4,11.0,,15.142857142857142
2025-10-05,S006,SKU_LEA02,23,1.37,1,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,19.1,3.7,0,1.0,0.0,0.2,1.3,6,1,10,40,5,20.0,,15.571428571428571
2025-10-06,S006,SKU_LEA02,15,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,19.3,4.0,0,1.0,0.0,0.0,0.0,0,0,10,41,6,12.0,12.0,16.0
2025-10-07,S006,SKU_LEA02,12,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,18.4,3.1,0,1.0,0.0,0.0,0.0,1,0,10,41,7,13.0,22.0,15.857142857142858
2025-10-08,S006,SKU_LEA02,9,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,17.8,4.2,0,1.0,0.0,0.0,0.0,2,0,10,41,8,10.0,13.0,15.714285714285714
2025-10-09,S006,SKU_LEA02,12,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,16.6,4.7,0,1.0,0.0,0.0,0.0,3,0,10,41,9,20.0,18.0,14.571428571428571
2025-10-10,S006,SKU_LEA02,16,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,17.9,0.0,0,1.0,0.0,0.0,0.0,4,0,10,41,10,19.0,9.0,14.142857142857142
2025-10-11,S006,SKU_LEA02,18,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,18.3,2.0,0,1.0,0.0,0.0,0.0,5,1,10,41,11,12.0,11.0,15.0
2025-10-12,S006,SKU_LEA02,18,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,19.7,2.0,0,1.0,0.0,0.0,0.0,6,1,10,41,12,23.0,20.0,14.285714285714286
2025-10-13,S006,SKU_LEA02,22,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,17.1,0.0,0,1.0,0.0,0.0,0.0,0,0,10,42,13,15.0,12.0,15.285714285714286
2025-10-14,S006,SKU_LEA02,23,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,17.1,0.0,0,1.0,0.0,0.0,0.0,1,0,10,42,14,12.0,13.0,16.857142857142858
2025-10-15,S006,SKU_LEA02,16,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,14.8,3.1,0,1.0,0.0,0.0,0.0,2,0,10,42,15,9.0,10.0,17.857142857142858
2025-10-16,S006,SKU_LEA02,15,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,19.6,2.6,0,1.0,0.0,0.0,0.0,3,0,10,42,16,12.0,20.0,18.285714285714285
2025-10-17,S006,SKU_LEA02,12,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,16.1,1.9,0,1.0,0.0,0.0,0.0,4,0,10,42,17,16.0,19.0,17.714285714285715
2025-10-18,S006,SKU_LEA02,18,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,18.0,1.3,0,1.0,0.0,0.0,0.0,5,1,10,42,18,18.0,12.0,17.714285714285715
2025-10-19,S006,SKU_LEA02,16,1.71,0,Leafy Salads,4,1.712382498860457,South East,Extra,Medium,21.0,4.3,0,1.0,0.0,0.0,0.0,6,1,10,42,19,18.0,23.0,17.428571428571427
2025-09-22,S006,SKU_LEA03,16,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,15.1,0.0,0,1.0,0.0,0.0,0.0,0,0,9,39,22,,,16.0
2025-09-23,S006,SKU_LEA03,11,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,18.9,1.2,0,1.0,0.0,0.0,0.0,1,0,9,39,23,,,13.5
2025-09-24,S006,SKU_LEA03,19,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,16.0,3.1,0,1.0,0.0,0.0,0.0,2,0,9,39,24,,,15.333333333333334
2025-09-25,S006,SKU_LEA03,12,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,18.5,1.2,0,1.0,0.0,0.0,0.0,3,0,9,39,25,,,14.5
2025-09-26,S006,SKU_LEA03,16,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,15.4,3.3,0,1.0,0.0,0.0,0.0,4,0,9,39,26,,,14.8
2025-09-27,S006,SKU_LEA03,13,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,19.3,2.9,0,1.0,0.0,0.0,0.0,5,1,9,39,27,,,14.5
2025-09-28,S006,SKU_LEA03,16,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,21.7,1.4,0,1.0,0.0,0.0,0.0,6,1,9,39,28,,,14.714285714285714
2025-09-29,S006,SKU_LEA03,16,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,14.9,1.0,0,1.0,0.0,0.0,0.0,0,0,9,40,29,16.0,,14.714285714285714
2025-09-30,S006,SKU_LEA03,16,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,17.9,2.4,0,1.0,0.0,0.0,0.0,1,0,9,40,30,11.0,,15.428571428571429
2025-10-01,S006,SKU_LEA03,10,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,17.5,2.5,0,1.0,0.0,0.0,0.0,2,0,10,40,1,19.0,,14.142857142857142
2025-10-02,S006,SKU_LEA03,14,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,15.5,4.2,0,1.0,0.0,0.0,0.0,3,0,10,40,2,12.0,,14.428571428571429
2025-10-03,S006,SKU_LEA03,17,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,17.8,3.7,0,1.0,0.0,0.0,0.0,4,0,10,40,3,16.0,,14.571428571428571
2025-10-04,S006,SKU_LEA03,12,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,18.7,3.7,0,1.0,0.0,0.0,0.0,5,1,10,40,4,13.0,,14.428571428571429
2025-10-05,S006,SKU_LEA03,18,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,19.1,3.7,0,1.0,0.0,0.0,0.0,6,1,10,40,5,16.0,,14.714285714285714
2025-10-06,S006,SKU_LEA03,21,1.53,1,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,19.3,4.0,0,1.0,0.0,0.1,1.3,0,0,10,41,6,16.0,16.0,15.428571428571429
2025-10-07,S006,SKU_LEA03,13,1.53,1,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,18.4,3.1,0,1.0,0.0,0.1,1.3,1,0,10,41,7,16.0,11.0,15.0
2025-10-08,S006,SKU_LEA03,16,1.53,1,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,17.8,4.2,0,1.0,0.0,0.1,1.3,2,0,10,41,8,10.0,19.0,15.857142857142858
2025-10-09,S006,SKU_LEA03,16,1.53,1,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,16.6,4.7,0,1.0,0.0,0.1,1.3,3,0,10,41,9,14.0,12.0,16.142857142857142
2025-10-10,S006,SKU_LEA03,13,1.53,1,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,17.9,0.0,0,1.0,0.0,0.1,1.3,4,0,10,41,10,17.0,16.0,15.571428571428571
2025-10-11,S006,SKU_LEA03,17,1.53,1,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,18.3,2.0,0,1.0,0.0,0.1,1.3,5,1,10,41,11,12.0,13.0,16.285714285714285
2025-10-12,S006,SKU_LEA03,19,1.53,1,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,19.7,2.0,0,1.0,0.0,0.1,1.3,6,1,10,41,12,18.0,16.0,16.428571428571427
2025-10-13,S006,SKU_LEA03,19,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,17.1,0.0,0,1.0,0.0,0.0,0.0,0,0,10,42,13,21.0,16.0,16.142857142857142
2025-10-14,S006,SKU_LEA03,16,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,17.1,0.0,0,1.0,0.0,0.0,0.0,1,0,10,42,14,13.0,16.0,16.571428571428573
2025-10-15,S006,SKU_LEA03,20,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,14.8,3.1,0,1.0,0.0,0.0,0.0,2,0,10,42,15,16.0,10.0,17.142857142857142
2025-10-16,S006,SKU_LEA03,15,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,19.6,2.6,0,1.0,0.0,0.0,0.0,3,0,10,42,16,16.0,14.0,17.0
2025-10-17,S006,SKU_LEA03,18,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,16.1,1.9,0,1.0,0.0,0.0,0.0,4,0,10,42,17,13.0,17.0,17.714285714285715
2025-10-18,S006,SKU_LEA03,21,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,18.0,1.3,0,1.0,0.0,0.0,0.0,5,1,10,42,18,17.0,12.0,18.285714285714285
2025-10-19,S006,SKU_LEA03,16,1.71,0,Leafy Salads,4,1.705456336657658,South East,Extra,Medium,21.0,4.3,0,1.0,0.0,0.0,0.0,6,1,10,42,19,19.0,18.0,17.857142857142858
2025-09-22,S006,SKU_LEA04,15,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,15.1,0.0,0,1.0,0.0,0.0,0.0,0,0,9,39,22,,,15.0
2025-09-23,S006,SKU_LEA04,15,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,18.9,1.2,0,1.0,0.0,0.0,0.0,1,0,9,39,23,,,15.0
2025-09-24,S006,SKU_LEA04,19,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,16.0,3.1,0,1.0,0.0,0.0,0.0,2,0,9,39,24,,,16.333333333333332
2025-09-25,S006,SKU_LEA04,10,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,18.5,1.2,0,1.0,0.0,0.0,0.0,3,0,9,39,25,,,14.75
2025-09-26,S006,SKU_LEA04,14,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,15.4,3.3,0,1.0,0.0,0.0,0.0,4,0,9,39,26,,,14.6
2025-09-27,S006,SKU_LEA04,15,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,19.3,2.9,0,1.0,0.0,0.0,0.0,5,1,9,39,27,,,14.666666666666666
2025-09-28,S006,SKU_LEA04,19,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,21.7,1.4,0,1.0,0.0,0.0,0.0,6,1,9,39,28,,,15.285714285714286
2025-09-29,S006,SKU_LEA04,20,1.6,1,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,14.9,1.0,0,1.0,0.0,0.15,1.3,0,0,9,40,29,15.0,,16.0
2025-09-30,S006,SKU_LEA04,16,1.6,1,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,17.9,2.4,0,1.0,0.0,0.15,1.3,1,0,9,40,30,15.0,,16.142857142857142
2025-10-01,S006,SKU_LEA04,8,1.6,1,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,17.5,2.5,0,1.0,0.0,0.15,1.3,2,0,10,40,1,19.0,,14.571428571428571
2025-10-02,S006,SKU_LEA04,18,1.6,1,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,15.5,4.2,0,1.0,0.0,0.15,1.3,3,0,10,40,2,10.0,,15.714285714285714
2025-10-03,S006,SKU_LEA04,17,1.6,1,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,17.8,3.7,0,1.0,0.0,0.15,1.3,4,0,10,40,3,14.0,,16.142857142857142
2025-10-04,S006,SKU_LEA04,20,1.6,1,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,18.7,3.7,0,1.0,0.0,0.15,1.3,5,1,10,40,4,15.0,,16.857142857142858
2025-10-05,S006,SKU_LEA04,19,1.6,1,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,19.1,3.7,0,1.0,0.0,0.15,1.3,6,1,10,40,5,19.0,,16.857142857142858
2025-10-06,S006,SKU_LEA04,18,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,19.3,4.0,0,1.0,0.0,0.0,0.0,0,0,10,41,6,20.0,15.0,16.571428571428573
2025-10-07,S006,SKU_LEA04,11,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,18.4,3.1,0,1.0,0.0,0.0,0.0,1,0,10,41,7,16.0,15.0,15.857142857142858
2025-10-08,S006,SKU_LEA04,14,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,17.8,4.2,0,1.0,0.0,0.0,0.0,2,0,10,41,8,8.0,19.0,16.714285714285715
2025-10-09,S006,SKU_LEA04,19,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,16.6,4.7,0,1.0,0.0,0.0,0.0,3,0,10,41,9,18.0,10.0,16.857142857142858
2025-10-10,S006,SKU_LEA04,16,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,17.9,0.0,0,1.0,0.0,0.0,0.0,4,0,10,41,10,17.0,14.0,16.714285714285715
2025-10-11,S006,SKU_LEA04,14,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,18.3,2.0,0,1.0,0.0,0.0,0.0,5,1,10,41,11,20.0,15.0,15.857142857142858
2025-10-12,S006,SKU_LEA04,17,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,19.7,2.0,0,1.0,0.0,0.0,0.0,6,1,10,41,12,19.0,19.0,15.571428571428571
2025-10-13,S006,SKU_LEA04,21,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,17.1,0.0,0,1.0,0.0,0.0,0.0,0,0,10,42,13,18.0,20.0,16.0
2025-10-14,S006,SKU_LEA04,17,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,17.1,0.0,0,1.0,0.0,0.0,0.0,1,0,10,42,14,11.0,16.0,16.857142857142858
2025-10-15,S006,SKU_LEA04,16,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,14.8,3.1,0,1.0,0.0,0.0,0.0,2,0,10,42,15,14.0,8.0,17.142857142857142
2025-10-16,S006,SKU_LEA04,13,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,19.6,2.6,0,1.0,0.0,0.0,0.0,3,0,10,42,16,19.0,18.0,16.285714285714285
2025-10-17,S006,SKU_LEA04,13,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,16.1,1.9,0,1.0,0.0,0.0,0.0,4,0,10,42,17,16.0,17.0,15.857142857142858
2025-10-18,S006,SKU_LEA04,14,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,18.0,1.3,0,1.0,0.0,0.0,0.0,5,1,10,42,18,14.0,20.0,15.857142857142858
2025-10-19,S006,SKU_LEA04,15,1.88,0,Leafy Salads,4,1.882539847008334,South East,Extra,Medium,21.0,4.3,0,1.0,0.0,0.0,0.0,6,1,10,42,19,17.0,19.0,15.571428571428571
2025-09-22,S006,SKU_ROO01,18,1.41,0,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,15.1,0.0,0,1.0,0.0,0.0,0.0,0,0,9,39,22,,,18.0
2025-09-23,S006,SKU_ROO01,21,1.41,0,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,18.9,1.2,0,1.0,0.0,0.0,0.0,1,0,9,39,23,,,19.5
2025-09-24,S006,SKU_ROO01,11,1.41,0,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,16.0,3.1,0,1.0,0.0,0.0,0.0,2,0,9,39,24,,,16.666666666666668
2025-09-25,S006,SKU_ROO01,16,1.41,0,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,18.5,1.2,0,1.0,0.0,0.0,0.0,3,0,9,39,25,,,16.5
2025-09-26,S006,SKU_ROO01,7,1.41,0,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,15.4,3.3,0,1.0,0.0,0.0,0.0,4,0,9,39,26,,,14.6
2025-09-27,S006,SKU_ROO01,15,1.41,0,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,19.3,2.9,0,1.0,0.0,0.0,0.0,5,1,9,39,27,,,14.666666666666666
2025-09-28,S006,SKU_ROO01,12,1.41,0,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,21.7,1.4,0,1.0,0.0,0.0,0.0,6,1,9,39,28,,,14.285714285714286
2025-09-29,S006,SKU_ROO01,13,1.41,0,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,14.9,1.0,0,1.0,0.0,0.0,0.0,0,0,9,40,29,18.0,,13.571428571428571
2025-09-30,S006,SKU_ROO01,9,1.41,0,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,17.9,2.4,0,1.0,0.0,0.0,0.0,1,0,9,40,30,21.0,,11.857142857142858
2025-10-01,S006,SKU_ROO01,17,1.41,0,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,17.5,2.5,0,1.0,0.0,0.0,0.0,2,0,10,40,1,11.0,,12.714285714285714
2025-10-02,S006,SKU_ROO01,14,1.41,0,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,15.5,4.2,0,1.0,0.0,0.0,0.0,3,0,10,40,2,16.0,,12.428571428571429
2025-10-03,S006,SKU_ROO01,16,1.41,0,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,17.8,3.7,0,1.0,0.0,0.0,0.0,4,0,10,40,3,7.0,,13.714285714285714
2025-10-04,S006,SKU_ROO01,19,1.41,0,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,18.7,3.7,0,1.0,0.0,0.0,0.0,5,1,10,40,4,15.0,,14.285714285714286
2025-10-05,S006,SKU_ROO01,9,1.41,0,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,19.1,3.7,0,1.0,0.0,0.0,0.0,6,1,10,40,5,12.0,,13.857142857142858
2025-10-06,S006,SKU_ROO01,13,1.2,1,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,19.3,4.0,0,1.0,0.0,0.15,1.3,0,0,10,41,6,13.0,18.0,13.857142857142858
2025-10-07,S006,SKU_ROO01,21,1.2,1,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,18.4,3.1,0,1.0,0.0,0.15,1.3,1,0,10,41,7,9.0,21.0,15.571428571428571
2025-10-08,S006,SKU_ROO01,15,1.2,1,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,17.8,4.2,0,1.0,0.0,0.15,1.3,2,0,10,41,8,17.0,11.0,15.285714285714286
2025-10-09,S006,SKU_ROO01,17,1.2,1,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,16.6,4.7,0,1.0,0.0,0.15,1.3,3,0,10,41,9,14.0,16.0,15.714285714285714
2025-10-10,S006,SKU_ROO01,26,1.2,1,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,17.9,0.0,0,1.0,0.0,0.15,1.3,4,0,10,41,10,16.0,7.0,17.142857142857142
2025-10-11,S006,SKU_ROO01,18,1.2,1,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,18.3,2.0,0,1.0,0.0,0.15,1.3,5,1,10,41,11,19.0,15.0,17.0
2025-10-12,S006,SKU_ROO01,14,1.2,1,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,19.7,2.0,0,1.0,0.0,0.15,1.3,6,1,10,41,12,9.0,12.0,17.714285714285715
2025-10-13,S006,SKU_ROO01,15,1.41,0,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,17.1,0.0,0,1.0,0.0,0.0,0.0,0,0,10,42,13,13.0,13.0,18.0
2025-10-14,S006,SKU_ROO01,16,1.41,0,Root Vegetables,14,1.409652721226642,South East,Extra,Medium,17.1,0.0,0,1.0,0.0,0.0,0.0,1,0,10,42,14,21.0,9.0,17.285714285714285
