Date,StoreID,ProductID,StockLevel,delivery_units,WasteQty,StockoutFlag
2025-09-26,S010,SKU_BER02,107,46,7,0
2025-09-26,S010,SKU_BER03,79,46,6,0
2025-09-26,S010,SKU_BER04,81,43,7,0
2025-09-26,S010,SKU_LEA01,103,53,7,0
2025-09-26,S010,SKU_LEA02,100,54,8,0
2025-09-26,S010,SKU_LEA03,109,59,8,0
2025-09-26,S010,SKU_LEA04,110,56,11,0
2025-09-26,S010,SKU_BAN01,173,75,9,0
2025-09-26,S010,SKU_BAN02,169,74,7,0
2025-09-26,S010,SKU_BAN03,164,77,8,0
2025-09-26,S010,SKU_BAN04,149,77,8,0
2025-09-26,S010,SKU_CIT01,96,38,2,0
2025-09-26,S010,SKU_CIT02,90,37,2,0
2025-09-26,S010,SKU_CIT03,91,40,1,0
2025-09-26,S010,SKU_CIT04,99,40,1,0
2025-09-26,S010,SKU_TOM01,134,64,8,0
2025-09-26,S010,SKU_TOM02,164,69,10,0
2025-09-26,S010,SKU_TOM03,133,70,6,0
2025-09-26,S010,SKU_TOM04,175,70,8,0
2025-09-26,S010,SKU_ROO01,150,59,3,0
2025-09-26,S010,SKU_ROO02,147,62,2,0
2025-09-26,S010,SKU_ROO03,134,61,2,0
2025-09-26,S010,SKU_ROO04,161,60,2,0
2025-09-26,S011,SKU_BER01,89,45,7,0
2025-09-26,S011,SKU_BER02,97,46,8,0
2025-09-26,S011,SKU_BER03,93,44,7,0
2025-09-26,S011,SKU_BER04,85,43,6,0
2025-09-26,S011,SKU_LEA01,101,55,9,0
2025-09-26,S011,SKU_LEA02,115,59,10,0
2025-09-26,S011,SKU_LEA03,121,55,9,0
2025-09-26,S011,SKU_LEA04,112,55,10,0
2025-09-26,S011,SKU_BAN01,166,79,8,0
2025-09-26,S011,SKU_BAN02,180,74,10,0
2025-09-26,S011,SKU_BAN03,159,79,8,0
2025-09-26,S011,SKU_BAN04,180,73,10,0
2025-09-26,S011,SKU_CIT01,86,38,1,0
2025-09-26,S011,SKU_CIT02,86,39,2,0
2025-09-26,S011,SKU_CIT03,86,40,1,0
2025-09-26,S011,SKU_CIT04,99,39,2,0
2025-09-26,S011,SKU_TOM01,143,64,6,0
2025-09-26,S011,SKU_TOM02,155,67,7,0
2025-09-26,S011,SKU_TOM03,149,66,7,0
2025-09-26,S011,SKU_TOM04,146,69,9,0
2025-09-26,S011,SKU_ROO01,141,61,3,0
2025-09-26,S011,SKU_ROO02,148,59,2,0
2025-09-26,S011,SKU_ROO03,150,64,3,0
2025-09-26,S011,SKU_ROO04,156,61,2,0
2025-09-26,S012,SKU_BER01,88,47,7,0
2025-09-26,S012,SKU_BER02,84,46,8,0
2025-09-26,S012,SKU_BER03,81,45,5,0
2025-09-26,S012,SKU_BER04,94,46,8,0
2025-09-26,S012,SKU_LEA01,93,53,7,0
2025-09-26,S012,SKU_LEA02,115,59,11,0
2025-09-26,S012,SKU_LEA03,117,58,8,0
2025-09-26,S012,SKU_LEA04,115,55,8,0
2025-09-26,S012,SKU_BAN01,157,77,8,0
2025-09-26,S012,SKU_BAN02,159,77,8,0
2025-09-26,S012,SKU_BAN03,159,78,9,0
2025-09-26,S012,SKU_BAN04,162,74,7,0
2025-09-26,S012,SKU_CIT01,86,38,1,0
2025-09-26,S012,SKU_CIT02,93,38,1,0
2025-09-26,S012,SKU_CIT03,110,39,1,0
2025-09-26,S012,SKU_CIT04,96,40,1,0
2025-09-26,S012,SKU_TOM01,141,66,6,0
2025-09-26,S012,SKU_TOM02,155,71,8,0
2025-09-26,S012,SKU_TOM03,156,70,9,0
2025-09-26,S012,SKU_TOM04,144,67,7,0
2025-09-26,S012,SKU_ROO01,145,62,3,0
2025-09-26,S012,SKU_ROO02,137,62,2,0
2025-09-26,S012,SKU_ROO03,142,59,3,0
2025-09-26,S012,SKU_ROO04,155,60,3,0
2025-09-26,S013,SKU_BER01,96,46,7,0
2025-09-26,S013,SKU_BER02,95,45,7,0
2025-09-26,S013,SKU_BER03,90,46,6,0
2025-09-26,S013,SKU_BER04,97,45,7,0
2025-09-26,S013,SKU_LEA01,96,54,10,0
2025-09-26,S013,SKU_LEA02,100,56,8,0
2025-09-26,S013,SKU_LEA03,100,56,9,0
2025-09-26,S013,SKU_LEA04,109,59,8,0
2025-09-26,S013,SKU_BAN01,167,73,8,0
2025-09-26,S013,SKU_BAN02,179,72,9,0
2025-09-26,S013,SKU_BAN03,184,81,8,0
2025-09-26,S013,SKU_BAN04,163,76,9,0
2025-09-26,S013,SKU_CIT01,83,36,1,0
2025-09-26,S013,SKU_CIT02,84,39,1,0
2025-09-26,S013,SKU_CIT03,101,40,2,0
2025-09-26,S013,SKU_CIT04,92,38,1,0
2025-09-26,S013,SKU_TOM01,144,64,7,0
2025-09-26,S013,SKU_TOM02,161,72,8,0
2025-09-26,S013,SKU_TOM03,165,69,7,0
2025-09-26,S013,SKU_TOM04,147,70,8,0
2025-09-26,S013,SKU_ROO01,133,60,2,0
2025-09-26,S013,SKU_ROO02,139,57,2,0
2025-09-26,S013,SKU_ROO03,146,60,2,0
2025-09-26,S013,SKU_ROO04,145,62,3,0
2025-09-26,S014,SKU_BER01,80,46,6,0
2025-09-26,S014,SKU_BER02,92,45,6,0
2025-09-26,S014,SKU_BER03,82,43,7,0
2025-09-26,S014,SKU_BER04,80,47,8,0
2025-09-26,S014,SKU_LEA01,113,54,10,0
2025-09-26,S014,SKU_LEA02,120,59,10,0
2025-09-26,S014,SKU_LEA03,97,56,9,0
2025-09-26,S014,SKU_LEA04,106,56,8,0
2025-09-26,S014,SKU_BAN01,168,80,8,0
2025-09-26,S014,SKU_BAN02,158,73,8,0
2025-09-26,S014,SKU_BAN03,167,76,9,0
2025-09-26,S014,SKU_BAN04,159,78,7,0
2025-09-26,S014,SKU_CIT01,85,39,1,0
2025-09-26,S014,SKU_CIT02,83,36,1,0
2025-09-26,S014,SKU_CIT03,87,37,1,0
2025-09-26,S014,SKU_CIT04,93,37,2,0
2025-09-26,S014,SKU_TOM01,138,68,6,0
2025-09-26,S014,SKU_TOM02,145,67,8,0
2025-09-26,S014,SKU_TOM03,154,69,8,0
2025-09-26,S014,SKU_TOM04,153,72,7,0
2025-09-26,S014,SKU_ROO01,142,60,3,0
2025-09-26,S014,SKU_ROO02,124,58,3,0
2025-09-26,S014,SKU_ROO03,143,62,3,0
2025-09-26,S014,SKU_ROO04,162,64,3,0
2025-09-26,S015,SKU_BER01,78,46,6,0
2025-09-26,S015,SKU_BER02,94,46,7,0
2025-09-26,S015,SKU_BER03,90,46,6,0
2025-09-26,S015,SKU_BER04,76,45,5,0
2025-09-26,S015,SKU_LEA01,109,57,9,0
2025-09-26,S015,SKU_LEA02,102,57,10,0
2025-09-26,S015,SKU_LEA03,111,58,10,0
2025-09-26,S015,SKU_LEA04,116,54,10,0
2025-09-26,S015,SKU_BAN01,161,78,9,0
2025-09-26,S015,SKU_BAN02,163,75,9,0
2025-09-26,S015,SKU_BAN03,174,80,8,0
2025-09-26,S015,SKU_BAN04,181,75,8,0
2025-09-26,S015,SKU_CIT01,89,37,2,0
2025-09-26,S015,SKU_CIT02,88,39,1,0
2025-09-26,S015,SKU_CIT03,97,37,1,0
2025-09-26,S015,SKU_CIT04,95,39,2,0
2025-09-26,S015,SKU_TOM01,137,66,7,0
2025-09-26,S015,SKU_TOM02,155,72,9,0
2025-09-26,S015,SKU_TOM03,148,72,8,0
2025-09-26,S015,SKU_TOM04,135,71,8,0
2025-09-26,S015,SKU_ROO01,156,62,3,0
2025-09-26,S015,SKU_ROO02,129,59,2,0
2025-09-26,S015,SKU_ROO03,146,60,2,0
2025-09-26,S015,SKU_ROO04,159,60,2,0
2025-09-26,S016,SKU_BER01,93,47,8,0
2025-09-26,S016,SKU_BER02,90,47,8,0
2025-09-26,S016,SKU_BER03,75,45,7,0
2025-09-26,S016,SKU_BER04,78,47,8,0
2025-09-26,S016,SKU_LEA01,111,56,10,0
2025-09-26,S016,SKU_LEA02,105,55,8,0
2025-09-26,S016,SKU_LEA03,109,55,9,0
2025-09-26,S016,SKU_LEA04,123,58,9,0
2025-09-26,S016,SKU_BAN01,153,72,7,0
2025-09-26,S016,SKU_BAN02,166,78,10,0
2025-09-26,S016,SKU_BAN03,175,80,10,0
2025-09-26,S016,SKU_BAN04,172,79,7,0
2025-09-26,S016,SKU_CIT01,76,37,1,0
2025-09-26,S016,SKU_CIT02,71,38,1,0
2025-09-26,S016,SKU_CIT03,97,39,2,0
2025-09-26,S016,SKU_CIT04,100,39,2,0
2025-09-26,S016,SKU_TOM01,156,69,7,0
2025-09-26,S016,SKU_TOM02,137,67,7,0
2025-09-26,S016,SKU_TOM03,161,69,8,0
2025-09-26,S016,SKU_TOM04,154,71,7,0
2025-09-26,S016,SKU_ROO01,135,57,3,0
2025-09-26,S016,SKU_ROO02,119,59,2,0
2025-09-26,S016,SKU_ROO03,150,59,2,0
2025-09-26,S016,SKU_ROO04,146,59,2,0
2025-09-26,S017,SKU_BER01,87,45,6,0
2025-09-26,S017,SKU_BER02,103,45,9,0
2025-09-26,S017,SKU_BER03,85,45,7,0
2025-09-26,S017,SKU_BER04,85,44,5,0
2025-09-26,S017,SKU_LEA01,120,57,9,0
2025-09-26,S017,SKU_LEA02,109,58,7,0
2025-09-26,S017,SKU_LEA03,123,57,12,0
2025-09-26,S017,SKU_LEA04,119,56,10,0
2025-09-26,S017,SKU_BAN01,187,75,8,0
2025-09-26,S017,SKU_BAN02,154,79,8,0
2025-09-26,S017,SKU_BAN03,172,80,10,0
2025-09-26,S017,SKU_BAN04,147,73,6,0
2025-09-26,S017,SKU_CIT01,92,36,1,0
2025-09-26,S017,SKU_CIT02,92,36,1,0
2025-09-26,S017,SKU_CIT03,87,37,2,0
2025-09-26,S017,SKU_CIT04,85,37,1,0
2025-09-26,S017,SKU_TOM01,125,66,5,0
2025-09-26,S017,SKU_TOM02,163,71,7,0
2025-09-26,S017,SKU_TOM03,136,70,6,0
2025-09-26,S017,SKU_TOM04,167,72,7,0
2025-09-26,S017,SKU_ROO01,124,59,2,0
2025-09-26,S017,SKU_ROO02,142,58,2,0
2025-09-26,S017,SKU_ROO03,145,59,3,0
2025-09-26,S017,SKU_ROO04,135,61,2,0
2025-09-26,S018,SKU_BER01,88,46,7,0
2025-09-26,S018,SKU_BER02,84,44,8,0
2025-09-26,S018,SKU_BER03,88,47,7,0
2025-09-26,S018,SKU_BER04,91,47,6,0
2025-09-26,S018,SKU_LEA01,109,52,9,0
2025-09-26,S018,SKU_LEA02,94,58,8,0
2025-09-26,S018,SKU_LEA03,114,54,8,0
2025-09-26,S018,SKU_LEA04,105,54,9,0
2025-09-26,S018,SKU_BAN01,158,74,7,0
2025-09-26,S018,SKU_BAN02,161,75,8,0
2025-09-26,S018,SKU_BAN03,159,78,10,0
2025-09-26,S018,SKU_BAN04,154,75,7,0
2025-09-26,S018,SKU_CIT01,97,39,2,0
2025-09-26,S018,SKU_CIT02,100,37,1,0
2025-09-26,S018,SKU_CIT03,91,39,2,0
2025-09-26,S018,SKU_CIT04,84,40,1,0
2025-09-26,S018,SKU_TOM01,140,66,8,0
2025-09-26,S018,SKU_TOM02,144,68,9,0
2025-09-26,S018,SKU_TOM03,149,71,9,0
2025-09-26,S018,SKU_TOM04,157,70,8,0
2025-09-26,S018,SKU_ROO01,139,58,2,0
2025-09-26,S018,SKU_ROO02,138,60,3,0
2025-09-26,S018,SKU_ROO03,138,63,3,0
2025-09-26,S018,SKU_ROO04,147,59,3,0
2025-09-26,S019,SKU_BER01,89,48,6,0
2025-09-26,S019,SKU_BER02,87,43,8,0
2025-09-26,S019,SKU_BER03,93,46,8,0
2025-09-26,S019,SKU_BER04,96,45,6,0
2025-09-26,S019,SKU_LEA01,90,54,7,0
2025-09-26,S019,SKU_LEA02,89,55,8,0
2025-09-26,S019,SKU_LEA03,104,58,8,0
2025-09-26,S019,SKU_LEA04,106,58,8,0
2025-09-26,S019,SKU_BAN01,179,77,7,0
2025-09-26,S019,SKU_BAN02,160,76,8,0
2025-09-26,S019,SKU_BAN03,169,81,9,0
2025-09-26,S019,SKU_BAN04,154,75,7,0
2025-09-26,S019,SKU_CIT01,88,37,1,0
2025-09-26,S019,SKU_CIT02,88,36,1,0
2025-09-26,S019,SKU_CIT03,88,38,1,0
2025-09-26,S019,SKU_CIT04,86,38,1,0
2025-09-26,S019,SKU_TOM01,149,64,8,0
2025-09-26,S019,SKU_TOM02,133,68,8,0
2025-09-26,S019,SKU_TOM03,156,72,7,0
2025-09-26,S019,SKU_TOM04,150,69,8,0
2025-09-26,S019,SKU_ROO01,150,59,3,0
2025-09-26,S019,SKU_ROO02,148,60,3,0
2025-09-26,S019,SKU_ROO03,140,63,2,0
2025-09-26,S019,SKU_ROO04,154,60,2,0
2025-09-26,S020,SKU_BER01,93,47,7,0
2025-09-26,S020,SKU_BER02,89,44,9,0
2025-09-26,S020,SKU_BER03,99,46,8,0
2025-09-26,S020,SKU_BER04,84,43,8,0
2025-09-26,S020,SKU_LEA01,103,57,8,0
2025-09-26,S020,SKU_LEA02,105,57,8,0
2025-09-26,S020,SKU_LEA03,102,54,8,0
2025-09-26,S020,SKU_LEA04,116,56,11,0
2025-09-26,S020,SKU_BAN01,163,79,8,0
2025-09-26,S020,SKU_BAN02,168,72,8,0
2025-09-26,S020,SKU_BAN03,171,74,9,0
2025-09-26,S020,SKU_BAN04,179,74,10,0
2025-09-26,S020,SKU_CIT01,88,36,1,0
2025-09-26,S020,SKU_CIT02,84,38,1,0
2025-09-26,S020,SKU_CIT03,100,40,2,0
2025-09-26,S020,SKU_CIT04,96,39,2,0
2025-09-26,S020,SKU_TOM01,140,70,6,0
2025-09-26,S020,SKU_TOM02,148,70,6,0
2025-09-26,S020,SKU_TOM03,153,71,8,0
2025-09-26,S020,SKU_TOM04,163,71,8,0
2025-09-26,S020,SKU_ROO01,148,58,3,0
2025-09-26,S020,SKU_ROO02,151,61,2,0
2025-09-26,S020,SKU_ROO03,168,63,3,0
2025-09-26,S020,SKU_ROO04,168,60,3,0
2025-09-27,S001,SKU_BER01,72,0,5,0
2025-09-27,S001,SKU_BER02,66,0,5,0
2025-09-27,S001,SKU_BER03,79,0,5,0
2025-09-27,S001,SKU_BER04,65,0,5,0
2025-09-27,S001,SKU_LEA01,75,0,5,0
2025-09-27,S001,SKU_LEA02,105,0,8,0
2025-09-27,S001,SKU_LEA03,84,0,7,0
2025-09-27,S001,SKU_LEA04,75,0,6,0
2025-09-27,S001,SKU_BAN01,127,0,7,0
2025-09-27,S001,SKU_BAN02,125,0,6,0
2025-09-27,S001,SKU_BAN03,152,0,9,0
2025-09-27,S001,SKU_BAN04,122,0,6,0
2025-09-27,S001,SKU_CIT01,75,0,1,0
2025-09-27,S001,SKU_CIT02,83,0,1,0
2025-09-27,S001,SKU_CIT03,84,0,1,0
2025-09-27,S001,SKU_CIT04,81,0,1,0
2025-09-27,S001,SKU_TOM01,117,0,6,0
2025-09-27,S001,SKU_TOM02,132,0,8,0
2025-09-27,S001,SKU_TOM03,124,0,6,0
2025-09-27,S001,SKU_TOM04,108,0,6,0
2025-09-27,S001,SKU_ROO01,116,0,2,0
2025-09-27,S001,SKU_ROO02,135,0,2,0
2025-09-27,S001,SKU_ROO03,117,0,2,0
2025-09-27,S001,SKU_ROO04,113,0,2,0
2025-09-27,S002,SKU_BER01,92,0,6,0
2025-09-27,S002,SKU_BER02,75,0,5,0
2025-09-27,S002,SKU_BER03,69,0,6,0
2025-09-27,S002,SKU_BER04,58,0,4,0
2025-09-27,S002,SKU_LEA01,88,0,7,0
2025-09-27,S002,SKU_LEA02,95,0,8,0
2025-09-27,S002,SKU_LEA03,76,0,7,0
2025-09-27,S002,SKU_LEA04,81,0,6,0
2025-09-27,S002,SKU_BAN01,146,0,8,0
2025-09-27,S002,SKU_BAN02,130,0,7,0
2025-09-27,S002,SKU_BAN03,154,0,9,0
2025-09-27,S002,SKU_BAN04,122,0,6,0
2025-09-27,S002,SKU_CIT01,76,0,1,0
2025-09-27,S002,SKU_CIT02,80,0,1,0
2025-09-27,S002,SKU_CIT03,85,0,1,0
2025-09-27,S002,SKU_CIT04,84,0,1,0
2025-09-27,S002,SKU_TOM01,114,0,6,0
2025-09-27,S002,SKU_TOM02,129,0,5,0
2025-09-27,S002,SKU_TOM03,149,0,7,0
2025-09-27,S002,SKU_TOM04,107,0,6,0
2025-09-27,S002,SKU_ROO01,113,0,2,0
2025-09-27,S002,SKU_ROO02,129,0,2,0
2025-09-27,S002,SKU_ROO03,130,0,2,0
2025-09-27,S002,SKU_ROO04,133,0,3,0
2025-09-27,S003,SKU_BER01,69,0,6,0
2025-09-27,S003,SKU_BER02,71,0,6,0
2025-09-27,S003,SKU_BER03,76,0,5,0
2025-09-27,S003,SKU_BER04,67,0,6,0
2025-09-27,S003,SKU_LEA01,81,0,7,0
2025-09-27,S003,SKU_LEA02,96,0,7,0
2025-09-27,S003,SKU_LEA03,85,0,5,0
2025-09-27,S003,SKU_LEA04,87,0,8,0
2025-09-27,S003,SKU_BAN01,143,0,6,0
2025-09-27,S003,SKU_BAN02,121,0,6,0
2025-09-27,S003,SKU_BAN03,134,0,7,0
2025-09-27,S003,SKU_BAN04,111,0,6,0
2025-09-27,S003,SKU_CIT01,79,0,1,0
2025-09-27,S003,SKU_CIT02,79,0,1,0
2025-09-27,S003,SKU_CIT03,92,0,2,0
2025-09-27,S003,SKU_CIT04,83,0,1,0
2025-09-27,S003,SKU_TOM01,121,0,5,0
2025-09-27,S003,SKU_TOM02,130,0,6,0
2025-09-27,S003,SKU_TOM03,120,0,6,0
2025-09-27,S003,SKU_TOM04,116,0,7,0
2025-09-27,S003,SKU_ROO01,137,0,3,0
2025-09-27,S003,SKU_ROO02,117,0,2,0
2025-09-27,S003,SKU_ROO03,112,0,2,0
2025-09-27,S003,SKU_ROO04,124,0,2,0
2025-09-27,S004,SKU_BER01,74,0,5,0
2025-09-27,S004,SKU_BER02,72,0,7,0
2025-09-27,S004,SKU_BER03,68,0,6,0
2025-09-27,S004,SKU_BER04,80,0,6,0
2025-09-27,S004,SKU_LEA01,99,0,8,0
2025-09-27,S004,SKU_LEA02,85,0,6,0
2025-09-27,S004,SKU_LEA03,90,0,6,0
2025-09-27,S004,SKU_LEA04,72,0,6,0
2025-09-27,S004,SKU_BAN01,132,0,6,0
2025-09-27,S004,SKU_BAN02,137,0,6,0
2025-09-27,S004,SKU_BAN03,149,0,7,0
2025-09-27,S004,SKU_BAN04,116,0,6,0
2025-09-27,S004,SKU_CIT01,93,0,1,0
2025-09-27,S004,SKU_CIT02,82,0,1,0
2025-09-27,S004,SKU_CIT03,86,0,1,0
2025-09-27,S004,SKU_CIT04,86,0,2,0
2025-09-27,S004,SKU_TOM01,123,0,5,0
2025-09-27,S004,SKU_TOM02,122,0,7,0
2025-09-27,S004,SKU_TOM03,124,0,7,0
2025-09-27,S004,SKU_TOM04,115,0,5,0
2025-09-27,S004,SKU_ROO01,123,0,2,0
2025-09-27,S004,SKU_ROO02,126,0,2,0
2025-09-27,S004,SKU_ROO03,124,0,2,0
2025-09-27,S004,SKU_ROO04,144,0,2,0
2025-09-27,S005,SKU_BER01,74,0,7,0
2025-09-27,S005,SKU_BER02,57,0,4,0
2025-09-27,S005,SKU_BER03,71,0,5,0
2025-09-27,S005,SKU_BER04,71,0,7,0
2025-09-27,S005,SKU_LEA01,92,0,8,0
2025-09-27,S005,SKU_LEA02,90,0,7,0
2025-09-27,S005,SKU_LEA03,94,0,7,0
2025-09-27,S005,SKU_LEA04,92,0,7,0
2025-09-27,S005,SKU_BAN01,146,0,9,0
2025-09-27,S005,SKU_BAN02,148,0,9,0
2025-09-27,S005,SKU_BAN03,146,0,7,0
2025-09-27,S005,SKU_BAN04,133,0,6,0
2025-09-27,S005,SKU_CIT01,81,0,1,0
2025-09-27,S005,SKU_CIT02,87,0,1,0
2025-09-27,S005,SKU_CIT03,77,0,1,0
2025-09-27,S005,SKU_CIT04,89,0,1,0
2025-09-27,S005,SKU_TOM01,140,0,7,0
2025-09-27,S005,SKU_TOM02,134,0,7,0
2025-09-27,S005,SKU_TOM03,108,0,4,0
2025-09-27,S005,SKU_TOM04,128,0,5,0
2025-09-27,S005,SKU_ROO01,136,0,2,0
2025-09-27,S005,SKU_ROO02,131,0,2,0
2025-09-27,S005,SKU_ROO03,117,0,2,0
2025-09-27,S005,SKU_ROO04,139,0,2,0
2025-09-27,S006,SKU_BER01,78,0,5,0
2025-09-27,S006,SKU_BER02,62,0,6,0
2025-09-27,S006,SKU_BER03,65,0,4,0
2025-09-27,S006,SKU_BER04,73,0,6,0
2025-09-27,S006,SKU_LEA01,97,0,9,0
2025-09-27,S006,SKU_LEA02,89,0,6,0
2025-09-27,S006,SKU_LEA03,91,0,6,0
2025-09-27,S006,SKU_LEA04,86,0,9,0
2025-09-27,S006,SKU_BAN01,122,0,6,0
2025-09-27,S006,SKU_BAN02,144,0,6,0
2025-09-27,S006,SKU_BAN03,139,0,6,0
2025-09-27,S006,SKU_BAN04,134,0,5,0
2025-09-27,S006,SKU_CIT01,79,0,1,0
2025-09-27,S006,SKU_CIT02,88,0,1,0
2025-09-27,S006,SKU_CIT03,92,0,1,0
2025-09-27,S006,SKU_CIT04,84,0,1,0
2025-09-27,S006,SKU_TOM01,102,0,5,0
2025-09-27,S006,SKU_TOM02,119,0,7,0
2025-09-27,S006,SKU_TOM03,141,0,6,0
2025-09-27,S006,SKU_TOM04,116,0,6,0
2025-09-27,S006,SKU_ROO01,126,0,2,0
2025-09-27,S006,SKU_ROO02,134,0,2,0
2025-09-27,S006,SKU_ROO03,130,0,2,0
2025-09-27,S006,SKU_ROO04,131,0,2,0
2025-09-27,S007,SKU_BER01,75,0,6,0
2025-09-27,S007,SKU_BER02,63,0,4,0
2025-09-27,S007,SKU_BER03,68,0,6,0
2025-09-27,S007,SKU_BER04,68,0,6,0
2025-09-27,S007,SKU_LEA01,66,0,6,0
2025-09-27,S007,SKU_LEA02,96,0,8,0
2025-09-27,S007,SKU_LEA03,79,0,5,0
2025-09-27,S007,SKU_LEA04,92,0,9,0
2025-09-27,S007,SKU_BAN01,127,0,5,0
2025-09-27,S007,SKU_BAN02,144,0,7,0
2025-09-27,S007,SKU_BAN03,146,0,9,0
2025-09-27,S007,SKU_BAN04,136,0,8,0
2025-09-27,S007,SKU_CIT01,83,0,1,0
2025-09-27,S007,SKU_CIT02,69,0,1,0
2025-09-27,S007,SKU_CIT03,84,0,1,0
2025-09-27,S007,SKU_CIT04,73,0,1,0
2025-09-27,S007,SKU_TOM01,127,0,6,0
2025-09-27,S007,SKU_TOM02,129,0,7,0
2025-09-27,S007,SKU_TOM03,118,0,5,0
2025-09-27,S007,SKU_TOM04,130,0,5,0
2025-09-27,S007,SKU_ROO01,145,0,2,0
2025-09-27,S007,SKU_ROO02,136,0,2,0
2025-09-27,S007,SKU_ROO03,120,0,2,0
2025-09-27,S007,SKU_ROO04,142,0,3,0
2025-09-27,S008,SKU_BER01,64,0,6,0
2025-09-27,S008,SKU_BER02,63,0,6,0
2025-09-27,S008,SKU_BER03,64,0,6,0
2025-09-27,S008,SKU_BER04,76,0,6,0
2025-09-27,S008,SKU_LEA01,76,0,6,0
2025-09-27,S008,SKU_LEA02,77,0,6,0
2025-09-27,S008,SKU_LEA03,71,0,5,0
2025-09-27,S008,SKU_LEA04,81,0,8,0
2025-09-27,S008,SKU_BAN01,130,0,6,0
2025-09-27,S008,SKU_BAN02,124,0,5,0
2025-09-27,S008,SKU_BAN03,114,0,6,0
2025-09-27,S008,SKU_BAN04,134,0,8,0
2025-09-27,S008,SKU_CIT01,71,0,1,0
2025-09-27,S008,SKU_CIT02,77,0,1,0
2025-09-27,S008,SKU_CIT03,71,0,1,0
2025-09-27,S008,SKU_CIT04,85,0,1,0
2025-09-27,S008,SKU_TOM01,112,0,6,0
2025-09-27,S008,SKU_TOM02,133,0,6,0
2025-09-27,S008,SKU_TOM03,132,0,6,0
2025-09-27,S008,SKU_TOM04,135,0,8,0
2025-09-27,S008,SKU_ROO01,133,0,3,0
2025-09-27,S008,SKU_ROO02,124,0,2,0
2025-09-27,S008,SKU_ROO03,138,0,2,0
2025-09-27,S008,SKU_ROO04,142,0,2,0
2025-09-27,S009,SKU_BER01,68,0,6,0
2025-09-27,S009,SKU_BER02,72,0,5,0
2025-09-27,S009,SKU_BER03,65,0,4,0
2025-09-27,S009,SKU_BER04,68,0,7,0
2025-09-27,S009,SKU_LEA01,74,0,7,0
2025-09-27,S009,SKU_LEA02,90,0,9,0
2025-09-27,S009,SKU_LEA03,85,0,6,0
2025-09-27,S009,SKU_LEA04,83,0,6,0
2025-09-27,S009,SKU_BAN01,139,0,8,0
2025-09-27,S009,SKU_BAN02,136,0,7,0
2025-09-27,S009,SKU_BAN03,128,0,8,0
2025-09-27,S009,SKU_BAN04,142,0,8,0
2025-09-27,S009,SKU_CIT01,74,0,1,0
2025-09-27,S009,SKU_CIT02,78,0,1,0
2025-09-27,S009,SKU_CIT03,90,0,2,0
2025-09-27,S009,SKU_CIT04,91,0,2,0
2025-09-27,S009,SKU_TOM01,102,0,6,0
2025-09-27,S009,SKU_TOM02,139,0,7,0
2025-09-27,S009,SKU_TOM03,125,0,5,0
2025-09-27,S009,SKU_TOM04,127,0,5,0
2025-09-27,S009,SKU_ROO01,115,0,2,0
2025-09-27,S009,SKU_ROO02,126,0,2,0
2025-09-27,S009,SKU_ROO03,131,0,2,0
2025-09-27,S009,SKU_ROO04,142,0,3,0
2025-09-27,S010,SKU_BER01,83,0,8,0
2025-09-27,S010,SKU_BER02,93,0,8,0
2025-09-27,S010,SKU_BER03,59,0,5,0
2025-09-27,S010,SKU_BER04,61,0,4,0
2025-09-27,S010,SKU_LEA01,79,0,6,0
2025-09-27,S010,SKU_LEA02,81,0,7,0
2025-09-27,S010,SKU_LEA03,88,0,8,0
2025-09-27,S010,SKU_LEA04,83,0,8,0
2025-09-27,S010,SKU_BAN01,148,0,9,0
2025-09-27,S010,SKU_BAN02,141,0,7,0
2025-09-27,S010,SKU_BAN03,137,0,7,0
2025-09-27,S010,SKU_BAN04,126,0,5,0
2025-09-27,S010,SKU_CIT01,88,0,1,0
2025-09-27,S010,SKU_CIT02,79,0,1,0
2025-09-27,S010,SKU_CIT03,78,0,1,0
2025-09-27,S010,SKU_CIT04,85,0,1,0
2025-09-27,S010,SKU_TOM01,108,0,4,0
2025-09-27,S010,SKU_TOM02,135,0,7,0
2025-09-27,S010,SKU_TOM03,102,0,4,0
2025-09-27,S010,SKU_TOM04,149,0,8,0
2025-09-27,S010,SKU_ROO01,132,0,3,0
2025-09-27,S010,SKU_ROO02,131,0,2,0
2025-09-27,S010,SKU_ROO03,108,0,1,0
2025-09-27,S010,SKU_ROO04,148,0,2,0
2025-09-27,S011,SKU_BER01,75,0,7,0
2025-09-27,S011,SKU_BER02,77,0,6,0
2025-09-27,S011,SKU_BER03,75,0,5,0
2025-09-27,S011,SKU_BER04,68,0,6,0
2025-09-27,S011,SKU_LEA01,71,0,6,0
2025-09-27,S011,SKU_LEA02,92,0,9,0
2025-09-27,S011,SKU_LEA03,106,0,7,0
2025-09-27,S011,SKU_LEA04,92,0,8,0
2025-09-27,S011,SKU_BAN01,136,0,5,0
2025-09-27,S011,SKU_BAN02,148,0,6,0
2025-09-27,S011,SKU_BAN03,129,0,7,0
2025-09-27,S011,SKU_BAN04,150,0,9,0
2025-09-27,S011,SKU_CIT01,77,0,1,0
2025-09-27,S011,SKU_CIT02,77,0,1,0
2025-09-27,S011,SKU_CIT03,76,0,1,0
2025-09-27,S011,SKU_CIT04,90,0,2,0
2025-09-27,S011,SKU_TOM01,118,0,6,0
